stage,volume,area,name,hydroid
300.4723274121094,3782540.567999992,602500.0,Pleasant,600059060
300.54852741210937,3828710.1480000094,605900.0,Pleasant,600059060
300.6247274121094,3875054.987999992,608200.0,Pleasant,600059060
300.70092741210937,3921544.608000009,610100.0,Pleasant,600059060
300.7771274121094,3968140.907999992,611500.0,Pleasant,600059060
300.85332741210937,4014927.7080000094,614000.0,Pleasant,600059060
300.9295274121094,4061844.047999992,615700.0,Pleasant,600059060
301.00572741210937,4108920.4080000096,617800.0,Pleasant,600059060
301.0819274121094,4157055.947999992,631700.0,Pleasant,600059060
301.15812741210937,4205397.2280000085,634400.0,Pleasant,600059060
301.2343274121094,4253989.967999991,637700.0,Pleasant,600059060
301.31052741210937,4302834.168000009,641000.0,Pleasant,600059060
301.3867274121094,4351846.007999991,643200.0,Pleasant,600059060
301.46292741210937,4409628.4680000115,758300.0,Pleasant,600059060
301.5391274121094,4467807.167999991,763500.0,Pleasant,600059060
301.63912741210936,4544157.167999991,763500.0,Pleasant,600059060
301.73912741210944,4620507.167999991,763500.0,Pleasant,600059060
